Datetime,Power_kW,temp_C,HR,solarRad_W/m2,Holiday,Power-1,Hour,Week Day,Month
2018-08-01 15:00:00,354.7475932,32.215,29.739166666666666,841.75,0.0,357.2181704,15,2,8
2018-08-01 16:00:00,357.1995427,31.669166666666666,31.2025,719.9250000000001,0.0,354.7475932,16,2,8
2018-08-01 17:00:00,315.574168,30.574166666666667,33.0275,557.6583333333332,0.0,357.1995427,17,2,8
2018-08-01 18:00:00,264.9913812,29.570000000000004,33.6525,369.27499999999986,0.0,315.574168,18,2,8
2018-08-01 19:00:00,225.466332,27.9725,36.9225,174.16666666666666,0.0,264.9913812,19,2,8
2018-08-01 20:00:00,183.4552174,26.41083333333333,38.57083333333333,33.010000000000005,0.0,225.466332,20,2,8
2018-08-01 21:00:00,147.585802,25.49416666666666,38.201666666666675,0.24675000000000005,0.0,183.4552174,21,2,8
2018-08-01 22:00:00,131.6007238,24.838333333333335,38.38999999999999,0.15908333333333333,0.0,147.585802,22,2,8
2018-09-01 06:00:00,146.5859759,21.566666666666663,46.92166666666666,10.237083333333333,0.0,131.6007238,6,5,9
2018-09-01 07:00:00,180.1248358,21.272500000000004,46.99,42.34166666666667,0.0,146.5859759,7,5,9
2018-09-01 08:00:00,246.1935203,21.686666666666667,45.89083333333334,213.08333333333334,0.0,180.1248358,8,5,9
2018-09-01 09:00:00,315.2840782,23.40166666666666,40.60916666666666,404.9583333333333,0.0,246.1935203,9,5,9
2018-09-01 10:00:00,344.0142706,24.986666666666665,37.767500000000005,588.7750000000001,0.0,315.2840782,10,5,9
2018-09-01 11:00:00,354.5190376,26.27666666666666,36.28416666666667,729.0166666666668,0.0,344.0142706,11,5,9
2018-09-01 12:00:00,353.1788897,26.58583333333333,33.03916666666667,824.1666666666666,0.0,354.5190376,12,5,9
2018-09-01 13:00:00,352.5229435,27.25583333333333,34.516666666666666,868.0,0.0,353.1788897,13,5,9
2018-09-01 14:00:00,364.7730632,27.370833333333337,36.1775,841.8333333333334,0.0,352.5229435,14,5,9
2018-09-01 15:00:00,358.5407371,29.63083333333334,30.959166666666665,755.5833333333334,0.0,364.7730632,15,5,9
2018-09-01 16:00:00,351.1394705,28.399999999999995,37.04750000000001,612.0,0.0,358.5407371,16,5,9
2018-09-01 17:00:00,290.1785432,28.454166666666666,36.87499999999999,434.0416666666667,0.0,351.1394705,17,5,9
2018-09-01 18:00:00,228.5122749,27.73833333333333,38.910833333333336,238.0666666666667,0.0,290.1785432,18,5,9
2018-09-01 19:00:00,212.8612395,26.157499999999995,43.33833333333334,70.44083333333333,0.0,228.5122749,19,5,9
2018-09-01 20:00:00,171.7949051,25.11666666666667,47.6175,9.334666666666665,0.0,212.8612395,20,5,9
2018-09-01 21:00:00,150.7885106,23.909166666666668,51.93333333333333,11.300833333333337,0.0,171.7949051,21,5,9
2018-09-01 22:00:00,130.8399183,23.340000000000003,54.97666666666667,13.081666666666665,0.0,150.7885106,22,5,9
2018-09-01 23:00:00,135.7132595,23.150833333333335,56.387499999999996,11.424916666666666,0.0,130.8399183,23,5,9
2018-10-01 00:00:00,135.2774969,18.955833333333334,61.20583333333334,9.659416666666667,0.0,135.7132595,0,0,10
2018-10-01 01:00:00,135.7865145,18.6525,62.60750000000001,9.28,0.0,135.2774969,1,0,10
2018-10-01 02:00:00,133.2018688,17.708333333333336,67.94166666666668,8.593,0.0,135.7865145,2,0,10
2018-10-01 03:00:00,133.9886275,17.45,69.31833333333334,7.782583333333335,0.0,133.2018688,3,0,10
2018-10-01 04:00:00,133.746886,17.886666666666667,66.9975,7.056749999999998,0.0,133.9886275,4,0,10
2018-10-01 05:00:00,134.5474585,17.933333333333337,66.87583333333333,5.706333333333333,0.0,133.746886,5,0,10
2018-10-01 06:00:00,144.3215592,17.7375,68.04999999999998,3.46775,0.0,134.5474585,6,0,10
2018-10-01 07:00:00,171.2731202,17.499166666666664,65.98833333333333,10.577583333333333,0.0,144.3215592,7,0,10
2018-10-01 08:00:00,242.3532839,18.024166666666662,64.07666666666667,125.05166666666666,0.0,171.2731202,8,0,10
2018-10-01 09:00:00,297.1888374,20.082499999999996,56.35333333333333,309.84999999999997,0.0,242.3532839,9,0,10
2018-10-01 10:00:00,314.4299249,23.166666666666668,42.80583333333333,493.90833333333336,0.0,297.1888374,10,0,10
2018-10-01 11:00:00,322.1719319,24.787500000000005,32.21333333333334,640.9833333333333,0.0,314.4299249,11,0,10
2018-10-01 12:00:00,306.4495252,25.83583333333333,27.88083333333333,740.9166666666666,0.0,322.1719319,12,0,10
2018-10-01 13:00:00,297.1383961,26.845833333333335,22.051666666666666,771.6666666666666,0.0,306.4495252,13,0,10
2018-10-01 14:00:00,316.2064633,27.91916666666667,18.826666666666668,742.75,0.0,297.1383961,14,0,10
2018-10-01 15:00:00,343.3581151,27.099166666666665,20.4275,656.75,0.0,316.2064633,15,0,10
2018-10-01 16:00:00,337.7813166,26.305000000000003,24.22666666666667,509.5250000000001,0.0,343.3581151,16,0,10
2018-10-01 17:00:00,303.497558,25.8775,24.13,329.4,0.0,337.7813166,17,0,10
2018-10-01 18:00:00,247.3553446,24.00916666666667,35.016666666666666,132.03249999999997,0.0,303.497558,18,0,10
2018-10-01 19:00:00,213.4359773,22.239166666666666,36.81666666666667,11.906833333333333,0.0,247.3553446,19,0,10
2018-10-01 20:00:00,176.7490361,21.242499999999996,35.85,4.465,0.0,213.4359773,20,0,10
2018-10-01 21:00:00,162.2476856,20.787500000000005,35.205833333333324,5.429416666666666,0.0,176.7490361,21,0,10
2018-10-01 22:00:00,143.3736395,20.778333333333332,35.03083333333334,5.451083333333334,0.0,162.2476856,22,0,10
2018-10-01 23:00:00,140.463323,20.871666666666666,34.75166666666667,4.9545,0.0,143.3736395,23,0,10
2018-01-13 08:00:00,130.4098068,10.063333333333334,81.57499999999999,57.843250000000005,0.0,140.463323,8,5,1
2018-01-13 09:00:00,144.9132503,10.685,79.325,175.17499999999995,0.0,130.4098068,9,5,1
2018-01-13 10:00:00,138.6309015,11.056666666666667,78.01666666666667,120.38499999999998,0.0,144.9132503,10,5,1
2018-01-13 11:00:00,134.1535559,12.314166666666665,69.07499999999999,421.51666666666665,0.0,138.6309015,11,5,1
2018-01-13 12:00:00,138.523112,10.941666666666665,69.325,331.4508333333333,0.0,134.1535559,12,5,1
2018-01-13 13:00:00,130.1337401,12.029166666666669,60.56916666666666,316.5591666666666,0.0,138.523112,13,5,1
2018-01-13 14:00:00,132.1675082,12.347500000000002,62.42916666666667,265.34416666666664,0.0,130.1337401,14,5,1
2018-01-14 16:00:00,131.2241931,10.033333333333333,65.45166666666665,58.23916666666668,0.0,132.1675082,16,6,1
2018-01-14 17:00:00,137.5651459,9.680000000000001,70.20666666666668,15.67975,0.0,131.2241931,17,6,1
2018-01-14 18:00:00,132.9017326,9.534166666666666,72.70833333333333,0.9855833333333334,0.0,137.5651459,18,6,1
2018-01-14 19:00:00,132.0909044,9.42,73.38333333333334,0.9002500000000001,0.0,132.9017326,19,6,1
2018-01-14 20:00:00,130.4317833,9.484166666666667,71.12083333333332,1.02275,0.0,132.0909044,20,6,1
2018-01-14 21:00:00,132.6256659,9.045,72.75833333333331,0.8220833333333334,0.0,130.4317833,21,6,1
2018-01-14 22:00:00,130.8516391,8.479166666666666,74.75,0.9141666666666666,0.0,132.6256659,22,6,1
2018-01-15 06:00:00,143.6308692,5.953499999999999,78.49166666666667,0.7296666666666666,0.0,130.8516391,6,0,1
2018-01-15 07:00:00,170.0665057,5.543833333333333,78.71666666666667,2.42925,0.0,143.6308692,7,0,1
2018-01-15 08:00:00,262.5538734,6.115916666666668,73.4875,69.705,0.0,170.0665057,8,0,1
2018-01-15 09:00:00,328.0134949,7.66075,69.50833333333334,220.9416666666667,0.0,262.5538734,9,0,1
2018-01-15 10:00:00,363.1620811,8.885,64.22166666666668,359.44166666666666,0.0,328.0134949,10,0,1
2018-01-15 11:00:00,365.9114459,10.206666666666669,51.68166666666667,460.625,0.0,363.1620811,11,0,1
2018-01-15 12:00:00,317.1447552,10.760833333333332,47.11416666666667,477.7916666666667,0.0,365.9114459,12,0,1
2018-01-15 13:00:00,325.3126877,11.5,44.615,448.49166666666656,0.0,317.1447552,13,0,1
2018-01-15 14:00:00,340.7477255,11.7425,43.865833333333335,418.875,0.0,325.3126877,14,0,1
2018-01-15 15:00:00,328.567512,12.294166666666667,46.259166666666665,296.80833333333334,0.0,340.7477255,15,0,1
2018-01-15 16:00:00,320.9456432,12.856666666666667,44.05666666666667,145.36666666666665,0.0,328.567512,16,0,1
2018-01-15 17:00:00,287.9679166,11.8025,48.234166666666674,19.965083333333336,0.0,320.9456432,17,0,1
2018-01-15 18:00:00,239.7255224,10.826666666666666,57.33083333333334,0.9716666666666667,0.0,287.9679166,18,0,1
2018-01-15 19:00:00,197.7288495,10.058333333333332,64.60333333333332,0.9069166666666669,0.0,239.7255224,19,0,1
2018-01-15 20:00:00,154.2532628,9.840833333333332,64.87916666666666,1.0640833333333333,0.0,197.7288495,20,0,1
2018-01-15 21:00:00,142.1833504,9.730000000000002,65.51666666666667,0.96725,0.0,154.2532628,21,0,1
2018-01-15 22:00:00,137.5266347,9.616666666666667,69.0175,0.965,0.0,142.1833504,22,0,1
2018-01-15 23:00:00,134.939896,9.865833333333333,69.37499999999999,1.05725,0.0,137.5266347,23,0,1
2018-01-16 00:00:00,136.7241785,9.970833333333333,68.86583333333333,0.91175,0.0,134.939896,0,1,1
2018-01-16 01:00:00,135.1634284,9.9025,69.66499999999999,0.8863333333333333,0.0,136.7241785,1,1,1
2018-01-16 02:00:00,134.743154,10.385000000000002,69.09833333333334,1.09875,0.0,135.1634284,2,1,1
2018-01-16 03:00:00,133.6418174,10.435,70.35499999999999,1.0593333333333332,0.0,134.743154,3,1,1
2018-01-16 04:00:00,133.6426546,10.479999999999999,71.94166666666666,1.057,0.0,133.6418174,4,1,1
2018-01-16 05:00:00,138.1179072,10.854166666666664,72.2,1.0246666666666666,0.0,133.6426546,5,1,1
2018-01-16 06:00:00,152.2718197,10.810833333333335,74.99166666666666,1.1100833333333333,0.0,138.1179072,6,1,1
2018-01-16 07:00:00,184.5737166,11.107499999999996,76.39999999999999,2.111666666666667,0.0,152.2718197,7,1,1
2018-01-16 08:00:00,242.8028603,11.281666666666666,77.66666666666667,32.54666666666667,0.0,184.5737166,8,1,1
