Datetime,index,Power_kW,temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day,Holiday
2017-04-06 00:00:00,3695,138.6013902,16.955,36.02166666666667,5.94725,7.085916666666666,1019.0,0.0,0.0,0.0,0.0
2017-04-06 01:00:00,3696,139.7745167,15.904166666666667,40.07416666666666,5.697583333333334,7.0030833333333335,1019.0,0.0,0.0,0.0,0.0
2017-04-06 02:00:00,3697,141.4978929,15.1625,42.903333333333336,5.730499999999999,7.4430000000000005,1019.0,0.0,0.0,0.0,0.0
2017-04-06 03:00:00,3698,140.0947457,14.4775,46.445833333333326,5.363666666666666,7.1072500000000005,1019.0,0.0,0.0,0.0,0.0
2017-04-06 04:00:00,3699,139.8804225,13.696666666666667,49.43916666666667,5.5645,7.108083333333333,1018.9166666666666,0.0,0.0,0.0,0.0
2017-04-06 05:00:00,3700,140.5692288,13.048333333333334,50.350833333333334,6.4519166666666665,8.49125,1018.9166666666666,0.0,0.0,0.0,0.0
2017-04-06 06:00:00,3701,135.2592878,12.638333333333334,51.36666666666667,6.5248333333333335,8.281583333333334,1019.0,30.793333333333337,0.0,0.0,0.0
2017-04-06 07:00:00,3702,136.1155341,12.990833333333335,49.449999999999996,7.223333333333333,9.769166666666669,1019.0,198.25833333333333,0.0,0.0,0.0
2017-04-06 08:00:00,3703,136.0443721,13.673333333333334,48.3325,6.08275,8.303500000000001,1019.5833333333334,402.73333333333335,0.0,0.0,0.0
2017-04-06 09:00:00,3704,135.4235883,14.758461538461539,47.96076923076923,5.076846153846153,7.06376923076923,1020.0,591.6307692307693,0.0,0.0,0.0
2017-04-06 10:00:00,3705,135.6469114,16.75833333333333,39.767500000000005,5.39875,7.400833333333332,1020.0,739.8166666666666,0.0,0.0,0.0
2017-04-06 11:00:00,3706,136.2873694,18.18583333333333,32.97416666666667,6.327833333333333,8.26075,1019.0833333333334,834.6666666666666,0.0,0.0,0.0
2017-04-06 12:00:00,3707,140.2718135,19.12,29.900833333333335,5.3860833333333344,6.918500000000001,1018.9166666666666,880.5833333333334,0.0,0.0,0.0
2017-04-06 13:00:00,3708,141.1508735,19.668333333333333,28.550833333333333,5.1730833333333335,7.3172500000000005,1018.0,863.5833333333334,0.0,0.0,0.0
2017-04-06 14:00:00,3709,139.2202903,20.204166666666666,27.093333333333337,5.60475,6.980166666666668,1017.5,789.5833333333334,0.0,0.0,0.0
2017-04-06 15:00:00,3710,139.5114266,21.12166666666667,27.02,4.967083333333334,6.835583333333335,1017.0,658.65,0.0,0.0,0.0
2017-04-06 16:00:00,3711,137.876375,21.829166666666666,24.21333333333334,5.319916666666667,6.940083333333333,1016.1666666666666,484.95000000000005,0.0,0.0,0.0
2017-04-06 17:00:00,3712,137.6373544,21.724999999999998,25.724999999999998,3.6147500000000004,4.948166666666667,1017.0,281.0833333333333,0.0,0.0,0.0
2017-04-06 18:00:00,3713,140.1407917,21.257499999999997,27.479166666666668,2.8670000000000004,3.7527500000000003,1017.0,82.95916666666666,0.0,0.0,0.0
2017-04-06 19:00:00,3714,139.6991687,20.022500000000004,29.424166666666668,3.9850000000000008,5.136666666666667,1017.0,0.7978333333333335,0.0,0.0,0.0
2017-04-06 20:00:00,3715,137.7116559,18.915000000000003,31.0,4.488250000000001,5.241166666666666,1017.3333333333334,0.0,0.0,0.0,0.0
2017-04-06 21:00:00,3716,141.4769629,18.0575,32.685833333333335,4.975833333333334,5.7025,1018.0,0.0,0.0,0.0,0.0
2017-04-06 22:00:00,3717,133.0051268,17.901666666666667,32.725833333333334,4.089916666666666,4.780166666666666,1017.4166666666666,0.0,0.0,0.0,0.0
2017-04-06 23:00:00,3718,133.6238176,17.63,33.850833333333334,4.362416666666667,5.1155,1017.0,0.0,0.0,0.0,0.0
2017-05-06 00:00:00,3719,131.1806587,14.536666666666667,65.87666666666667,0.10141666666666665,0.6499166666666667,1016.0,0.5815833333333333,0.0,0.0,0.0
2017-05-06 01:00:00,3720,126.601384,14.382500000000002,66.9475,0.1345,0.3354166666666667,1016.0,0.5561666666666667,0.0,0.0,0.0
2017-05-06 02:00:00,3721,127.6432794,14.405833333333332,68.10583333333334,0.0,0.0,1016.0,0.5423333333333334,0.0,0.0,0.0
2017-05-06 03:00:00,3722,124.3915946,14.380000000000003,70.09083333333332,0.021,0.2515,1016.0,0.4961666666666667,0.0,0.0,0.0
2017-05-06 04:00:00,3723,120.0404569,14.385833333333332,73.62499999999999,1.2439166666666666,2.138333333333333,1016.0,0.7199166666666668,0.0,0.0,0.0
2017-05-06 05:00:00,3724,134.8210136,14.150833333333336,75.60833333333333,1.4483333333333333,2.6624166666666667,1016.25,8.5175,0.0,0.0,0.0
2017-05-06 06:00:00,3725,161.7562492,14.766666666666666,74.575,2.4652500000000006,3.186666666666666,1017.0,94.78083333333332,0.0,0.0,0.0
2017-05-06 07:00:00,3726,193.7201266,15.506666666666666,72.19166666666668,3.2409166666666667,4.612583333333333,1017.0833333333334,219.39166666666668,0.0,0.0,0.0
2017-05-06 08:00:00,3727,240.9206254,15.5875,71.5425,3.324666666666666,4.77975,1018.0,297.05833333333334,0.0,0.0,0.0
2017-05-06 09:00:00,3728,275.2784762,16.42,63.594166666666666,5.755249999999999,7.126750000000001,1018.5833333333334,496.6291666666666,0.08333333333333333,0.08333333333333333,0.0
2017-05-06 10:00:00,3729,292.6470274,17.03333333333333,59.365833333333335,5.754583333333334,7.338916666666666,1019.0,822.3249999999999,0.016666666666666666,0.09999999999999999,0.0
2017-05-06 11:00:00,3730,287.2776452,18.14916666666667,52.87166666666666,5.7203333333333335,7.4632499999999995,1019.0,932.0833333333334,0.0,0.09999999999999999,0.0
2017-05-06 12:00:00,3731,284.1391917,17.959166666666665,52.54583333333333,6.4864999999999995,7.924666666666666,1019.0,925.9833333333332,0.0,0.09999999999999999,0.0
2017-05-06 13:00:00,3732,284.7377897,18.51666666666667,50.55083333333334,5.515416666666668,7.001333333333335,1019.0,929.6666666666666,0.0,0.09999999999999999,0.0
2017-05-06 14:00:00,3733,298.6966346,18.194166666666668,51.21750000000001,5.995416666666666,7.170833333333334,1019.0,856.5833333333334,0.0,0.09999999999999999,0.0
2017-05-06 15:00:00,3734,315.6003305,18.550833333333333,49.949166666666656,4.566916666666667,6.37375,1019.0,730.4499999999999,0.0,0.09999999999999999,0.0
2017-05-06 16:00:00,3735,299.4172545,18.344999999999995,54.05333333333332,4.447916666666667,6.142666666666667,1019.0,487.6583333333335,0.0,0.09999999999999999,0.0
2017-05-06 17:00:00,3736,262.9680781,17.854166666666668,59.4125,3.8855000000000004,5.871083333333332,1019.0,361.56666666666666,0.0,0.09999999999999999,0.0
2017-05-06 18:00:00,3737,211.8381811,17.543333333333333,60.44583333333333,2.1138333333333335,3.060166666666667,1019.0,169.675,0.0,0.09999999999999999,0.0
2017-05-06 19:00:00,3738,184.1354424,16.860833333333336,64.03583333333333,0.8297500000000001,2.033583333333333,1019.0,20.393916666666666,0.0,0.09999999999999999,0.0
2017-05-06 20:00:00,3739,155.9337325,16.014999999999997,70.01083333333334,0.9015000000000003,2.1382499999999998,1020.0,0.8004166666666667,0.0,0.09999999999999999,0.0
2017-05-06 21:00:00,3740,151.2355754,15.742500000000001,73.05833333333332,0.8298333333333332,1.7190833333333335,1020.3333333333334,0.97825,0.0,0.09999999999999999,0.0
2017-05-06 22:00:00,3741,143.4755686,15.699166666666663,77.10000000000001,0.781,1.719,1020.9166666666666,0.6668333333333333,0.0,0.09999999999999999,0.0
2017-05-06 23:00:00,3742,137.3989617,15.604615384615387,79.41538461538462,1.1433076923076924,1.6835384615384614,1020.0,0.7688461538461537,0.0,0.1,0.0
2017-06-06 00:00:00,3743,133.1673343,17.135,74.04166666666667,3.841833333333333,4.927166666666667,1019.8333333333334,1.2641666666666664,0.0,0.0,0.0
2017-06-06 01:00:00,3744,130.8863829,16.9325,75.48333333333335,4.35725,5.324666666666666,1019.0,0.9320833333333334,0.0,0.0,0.0
2017-06-06 02:00:00,3745,127.8010916,16.519166666666663,78.52500000000002,4.2035833333333334,5.367249999999999,1019.0,2.048666666666666,0.0,0.0,0.0
2017-06-06 03:00:00,3746,127.8115566,15.940833333333336,75.16666666666667,0.0,0.0,1019.0,2.791416666666667,0.0,0.0,0.0
2017-06-06 04:00:00,3747,126.9356361,15.895000000000001,73.40833333333333,0.0,0.0,1018.3333333333334,1.6011666666666668,0.0,0.0,0.0
2017-06-06 05:00:00,3748,131.4640509,15.726666666666665,74.85000000000001,0.0,0.0,1018.8333333333334,22.69141666666667,0.0,0.0,0.0
2017-06-06 06:00:00,3749,141.007503,16.158333333333335,72.64166666666667,0.0,0.0,1019.0,145.06666666666663,0.0,0.0,0.0
2017-06-06 07:00:00,3750,181.6587955,16.287499999999998,72.13333333333334,0.0,0.0,1020.0,115.24166666666667,0.0,0.0,0.0
2017-06-06 08:00:00,3751,214.3217349,16.780000000000005,72.985,0.0,0.0,1020.0,282.9166666666667,0.0,0.0,0.0
2017-06-06 09:00:00,3752,247.8873852,18.588333333333335,58.892500000000005,0.0,0.0,1020.0,496.84166666666664,0.0,0.0,0.0
2017-06-06 10:00:00,3753,272.1280926,19.12666666666667,56.71000000000001,0.0,0.0,1020.0,536.9,0.0,0.0,0.0
2017-06-06 11:00:00,3754,279.4874992,20.015833333333333,50.23500000000001,0.0,0.0,1020.0,813.525,0.0,0.0,0.0
2017-06-06 12:00:00,3755,282.5363723,20.428333333333335,45.20916666666667,0.0,0.0,1019.75,994.4166666666666,0.0,0.0,0.0
2017-06-06 13:00:00,3756,279.5293592,20.522499999999997,44.80083333333332,0.0,0.0,1019.0,953.9166666666666,0.0,0.0,0.0
2017-06-06 14:00:00,3757,309.3091911,20.924166666666668,39.98333333333333,0.0,0.0,1019.0,886.9166666666666,0.0,0.0,0.0
2017-06-06 15:00:00,3758,314.3840882,20.763333333333332,38.70249999999999,0.0,0.0,1019.0,769.75,0.0,0.0,0.0
2017-06-06 16:00:00,3759,300.2749659,20.180833333333336,39.598333333333336,6.610916666666667,8.616416666666668,1019.0,614.3833333333333,0.0,0.0,0.0
2017-06-06 17:00:00,3760,260.2002949,19.298333333333336,36.81416666666667,7.984666666666667,9.896083333333335,1019.0,433.40000000000003,0.0,0.0,0.0
2017-06-06 18:00:00,3761,215.4023508,18.68166666666667,44.593333333333334,6.9985,8.469666666666667,1019.0,238.2833333333334,0.0,0.0,0.0
2017-06-06 19:00:00,3762,184.633995,17.712500000000002,46.274166666666666,6.773916666666665,8.407916666666667,1019.0,64.59083333333332,0.0,0.0,0.0
2017-06-06 20:00:00,3763,151.5597811,16.412499999999998,50.544166666666676,7.9140000000000015,9.726666666666667,1019.0,3.4463333333333335,0.0,0.0,0.0
2017-06-06 21:00:00,3764,143.9875164,15.846666666666666,53.654999999999994,6.678916666666666,8.218333333333335,1020.0,2.519416666666667,0.0,0.0,0.0
2017-06-06 22:00:00,3765,141.0830603,15.584999999999999,55.848333333333336,6.673333333333333,8.2395,1020.0,2.381083333333333,0.0,0.0,0.0
2017-06-06 23:00:00,3766,137.1279182,15.2975,58.46416666666667,5.247166666666666,6.310750000000001,1020.0,2.5335,0.0,0.0,0.0
2017-07-06 00:00:00,3767,135.5966794,16.544999999999998,74.28333333333333,2.7778333333333336,3.4590833333333335,1016.0,7.307750000000001,0.0,0.0,0.0
2017-07-06 01:00:00,3768,132.6721305,16.66,73.80833333333332,2.421583333333333,2.9562500000000003,1016.0,5.7130833333333335,0.0,0.0,0.0
2017-07-06 02:00:00,3769,131.0397998,16.584999999999997,73.88333333333334,2.7218333333333327,3.3753333333333333,1016.0,4.736,0.0,0.0,0.0
2017-07-06 03:00:00,3770,129.728326,16.478333333333335,74.79166666666667,2.7132500000000004,3.3753333333333324,1015.9166666666666,4.5449166666666665,0.0,0.0,0.0
2017-07-06 04:00:00,3771,132.6987116,16.219166666666663,76.55,3.3840833333333333,4.3187500000000005,1015.25,3.421666666666667,0.016666666666666666,0.016666666666666666,0.0
